Caso,Atividade,Recurso,Início,Fim
627,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 11:01:24,2023-07-01 11:07:02
627,Impressão do Ticket,Cancela 3,2023-07-01 11:07:56,2023-07-01 11:08:03
627,Validar Ticket,Caixa 4,2023-07-01 14:19:03,2023-07-01 14:19:10
627,Pagar Estacionamento,Caixa 3,2023-07-01 14:19:27,2023-07-01 14:22:01
627,Validar Ticket,Caixa 4,2023-07-01 14:22:22,2023-07-01 14:22:34
627,Solicitar Ticket,Cancela 3,2023-07-01 14:22:39,2023-07-01 14:22:57
627,Impressão do Ticket,Cancela 5,2023-07-01 14:23:30,2023-07-01 14:23:48
627,Pagar Estacionamento,Caixa 4,2023-07-01 14:51:48,2023-07-01 14:54:09
627,Solicitar Ticket,Cancela 4,2023-07-01 14:54:46,2023-07-01 14:55:00
627,Validar Ticket,Caixa 3,2023-07-01 14:55:29,2023-07-01 14:55:35
627,Impressão do Ticket,Cancela 4,2023-07-01 14:55:38,2023-07-01 14:55:44
627,Validar Ticket,Caixa 1,2023-07-01 16:39:44,2023-07-01 16:39:56
627,Impressão do Ticket,Cancela 1,2023-07-01 16:40:30,2023-07-01 16:40:47
627,Solicitar Ticket,Cancela 2,2023-07-01 19:47:47,2023-07-01 19:47:59
627,Impressão do Ticket,Cancela 2,2023-07-01 19:48:56,2023-07-01 19:49:03
627,Validar Ticket,Caixa 3,2023-07-01 21:21:03,2023-07-01 21:21:08
627,Pagar Estacionamento,Caixa 2,2023-07-01 21:21:51,2023-07-01 21:23:27
627,Validar Ticket,Caixa 1,2023-07-01 21:23:40,2023-07-01 21:23:45
627,Solicitar Ticket,Cancela 3,2023-07-01 21:24:15,2023-07-01 21:24:32
627,Validar Ticket,Caixa 4,2023-07-01 21:25:27,2023-07-01 21:25:37
627,Solicitar Ticket,Cancela 5,2023-07-01 21:26:04,2023-07-01 21:26:20
627,Impressão do Ticket,Cancela 1,2023-07-01 21:27:10,2023-07-01 21:27:23
627,Scan Sem Parar,Cancela 4,2023-07-01 23:27:23,2023-07-01 23:27:24
627,Saída do Estacionamento,Caixa 2,2023-07-02 00:10:24,2023-07-02 00:10:24
628,Entrada no Estacionamento,Cancela 4,2023-07-01 09:19:00,2023-07-01 09:19:00
628,Solicitar Ticket,Cancela 2,2023-07-01 09:19:27,2023-07-01 09:19:35
628,Reservar Vaga,Totem 3,2023-07-01 09:20:14,2023-07-01 09:21:38
628,Impressão do Ticket,Cancela 1,2023-07-01 09:22:21,2023-07-01 09:22:40
628,Solicitar Ticket,Cancela 4,2023-07-01 09:44:40,2023-07-01 09:44:46
628,Impressão do Ticket,Cancela 3,2023-07-01 09:45:38,2023-07-01 09:45:52
628,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 11:41:52,2023-07-01 11:41:55
628,Cancelar Reserva,Totem 1,2023-07-01 11:42:30,2023-07-01 11:43:25
628,Solicitar Ticket,Cancela 2,2023-07-01 11:43:43,2023-07-01 11:43:49
628,Validar Ticket,Caixa 4,2023-07-01 11:44:02,2023-07-01 11:44:13
628,Impressão do Ticket,Cancela 3,2023-07-01 11:44:34,2023-07-01 11:44:43
628,Solicitar Ticket,Cancela 3,2023-07-01 14:09:43,2023-07-01 14:10:01
628,Impressão do Ticket,Cancela 2,2023-07-01 14:10:03,2023-07-01 14:10:11
628,Pagar Estacionamento,Caixa 2,2023-07-01 16:15:11,2023-07-01 16:17:37
628,Solicitar Ticket,Cancela 5,2023-07-01 16:17:47,2023-07-01 16:17:58
628,Impressão do Ticket,Cancela 5,2023-07-01 16:18:49,2023-07-01 16:19:02
628,Solicitar Ticket,Cancela 5,2023-07-01 19:28:02,2023-07-01 19:28:16
628,Impressão do Ticket,Cancela 2,2023-07-01 19:29:14,2023-07-01 19:29:31
628,Validar Ticket,Caixa 2,2023-07-01 19:45:31,2023-07-01 19:45:40
628,Solicitar Ticket,Cancela 3,2023-07-01 19:45:45,2023-07-01 19:45:57
628,Impressão do Ticket,Cancela 4,2023-07-01 19:46:51,2023-07-01 19:47:10
628,Pagar Estacionamento,Caixa 2,2023-07-01 23:21:10,2023-07-01 23:23:28
628,Validar Ticket,Caixa 2,2023-07-01 23:24:06,2023-07-01 23:24:13
628,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 23:24:45,2023-07-01 23:30:00
628,Saída do Estacionamento,Caixa 3,2023-07-01 23:30:46,2023-07-01 23:30:46
629,Entrada no Estacionamento,Cancela 5,2023-07-01 09:34:00,2023-07-01 09:34:00
629,Reservar Vaga,Totem 2,2023-07-01 09:34:36,2023-07-01 09:36:43
629,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 09:37:19,2023-07-01 09:37:22
629,Solicitar Ticket,Cancela 1,2023-07-01 09:37:41,2023-07-01 09:37:56
629,Cancelar Reserva,Totem 2,2023-07-01 09:38:52,2023-07-01 09:39:30
629,Impressão do Ticket,Cancela 3,2023-07-01 09:39:37,2023-07-01 09:39:48
629,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 10:03:48,2023-07-01 10:03:50
629,Impressão do Ticket,Cancela 1,2023-07-01 10:04:08,2023-07-01 10:04:18
629,Validar Ticket,Caixa 2,2023-07-01 13:58:18,2023-07-01 13:58:28
629,Saída do Estacionamento,Caixa 4,2023-07-01 13:59:13,2023-07-01 13:59:13
630,Entrada no Estacionamento,Cancela 2,2023-07-01 12:09:00,2023-07-01 12:09:00
630,Scan Sem Parar,Cancela 4,2023-07-01 12:09:37,2023-07-01 12:09:40
630,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 13:41:40,2023-07-01 13:45:37
630,Solicitar Ticket,Cancela 2,2023-07-01 13:45:39,2023-07-01 13:45:52
630,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 13:46:46,2023-07-01 13:46:50
630,Solicitar Ticket,Cancela 5,2023-07-01 13:47:02,2023-07-01 13:47:12
630,Impressão do Ticket,Cancela 5,2023-07-01 13:47:38,2023-07-01 13:47:51
630,Validar Ticket,Caixa 4,2023-07-01 15:22:51,2023-07-01 15:23:03
630,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 15:23:15,2023-07-01 15:23:17
630,Validar Ticket,Caixa 4,2023-07-01 15:24:06,2023-07-01 15:24:13
630,Pagar Estacionamento,Caixa 3,2023-07-01 15:24:38,2023-07-01 15:26:40
630,Impressão do Ticket,Cancela 2,2023-07-01 15:27:26,2023-07-01 15:27:36
630,Saída do Estacionamento,Caixa 2,2023-07-01 16:36:36,2023-07-01 16:36:36
631,Entrada no Estacionamento,Cancela 2,2023-07-01 08:24:00,2023-07-01 08:24:00
631,Solicitar Ticket,Cancela 1,2023-07-01 08:24:12,2023-07-01 08:24:32
631,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 08:24:34,2023-07-01 08:29:59
631,Impressão do Ticket,Cancela 3,2023-07-01 08:30:14,2023-07-01 08:30:22
631,Solicitar Ticket,Cancela 4,2023-07-01 12:02:22,2023-07-01 12:02:30
631,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 12:03:17,2023-07-01 12:03:19
631,Solicitar Ticket,Cancela 5,2023-07-01 12:03:40,2023-07-01 12:03:56
631,Saída do Estacionamento,Caixa 2,2023-07-01 12:04:52,2023-07-01 12:04:52
632,Entrada no Estacionamento,Cancela 1,2023-07-01 07:24:00,2023-07-01 07:24:00
632,Solicitar Ticket,Cancela 1,2023-07-01 07:24:50,2023-07-01 07:25:01
632,Scan Sem Parar,Cancela 4,2023-07-01 07:25:34,2023-07-01 07:25:36
632,Saída do Estacionamento,Caixa 3,2023-07-01 11:19:36,2023-07-01 11:19:36
633,Entrada no Estacionamento,Cancela 2,2023-07-01 11:19:00,2023-07-01 11:19:00
633,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 11:19:27,2023-07-01 11:24:03
633,Adicionar Créditos,Totem 2,2023-07-01 11:24:12,2023-07-01 11:24:48
633,Solicitar Ticket,Cancela 5,2023-07-01 11:25:38,2023-07-01 11:25:48
633,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 11:26:37,2023-07-01 11:26:41
633,Reservar Vaga,Totem 4,2023-07-01 11:27:38,2023-07-01 11:29:56
633,Solicitar Ticket,Cancela 4,2023-07-01 11:30:00,2023-07-01 11:30:16
633,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 11:30:51,2023-07-01 11:30:52
633,Scan Sem Parar,Cancela 1,2023-07-01 11:30:58,2023-07-01 11:31:01
633,Solicitar Ticket,Cancela 3,2023-07-01 12:24:01,2023-07-01 12:24:16
633,Adicionar Créditos,Totem 1,2023-07-01 12:24:30,2023-07-01 12:24:57
633,Solicitar Ticket,Cancela 1,2023-07-01 12:25:03,2023-07-01 12:25:12
633,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 12:25:36,2023-07-01 12:25:39
633,Cancelar Reserva,Totem 1,2023-07-01 12:26:28,2023-07-01 12:27:45
633,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 12:27:45,2023-07-01 12:27:47
633,Saída do Estacionamento,Caixa 2,2023-07-01 12:27:49,2023-07-01 12:27:49
634,Entrada no Estacionamento,Cancela 2,2023-07-01 07:51:00,2023-07-01 07:51:00
634,Solicitar Ticket,Cancela 2,2023-07-01 07:51:35,2023-07-01 07:51:51
634,Scan Sem Parar,Cancela 1,2023-07-01 07:52:33,2023-07-01 07:52:34
634,Adicionar Créditos,Totem 1,2023-07-01 11:31:34,2023-07-01 11:32:52
634,Saída do Estacionamento,Caixa 4,2023-07-01 11:33:32,2023-07-01 11:33:32
635,Entrada no Estacionamento,Cancela 5,2023-07-01 07:10:00,2023-07-01 07:10:00
635,Adicionar Créditos,Totem 2,2023-07-01 07:10:14,2023-07-01 07:10:39
635,Reservar Vaga,Totem 3,2023-07-01 07:11:35,2023-07-01 07:12:57
635,Solicitar Ticket,Cancela 4,2023-07-01 07:13:57,2023-07-01 07:14:09
635,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 07:14:10,2023-07-01 07:14:11
635,Impressão do Ticket,Cancela 2,2023-07-01 07:14:38,2023-07-01 07:14:49
635,Cancelar Reserva,Totem 3,2023-07-01 10:52:49,2023-07-01 10:53:29
635,Solicitar Ticket,Cancela 4,2023-07-01 10:53:43,2023-07-01 10:54:02
635,Saída do Estacionamento,Caixa 3,2023-07-01 10:54:55,2023-07-01 10:54:55
636,Entrada no Estacionamento,Cancela 2,2023-07-01 11:42:00,2023-07-01 11:42:00
636,Solicitar Ticket,Cancela 2,2023-07-01 11:42:08,2023-07-01 11:42:28
636,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 11:42:47,2023-07-01 11:47:50
636,Impressão do Ticket,Cancela 5,2023-07-01 11:48:13,2023-07-01 11:48:25
636,Solicitar Ticket,Cancela 3,2023-07-01 14:08:25,2023-07-01 14:08:41
636,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 14:09:08,2023-07-01 14:09:09
636,Adicionar Créditos,Totem 3,2023-07-01 14:09:25,2023-07-01 14:10:34
636,Validar Ticket,Caixa 4,2023-07-01 14:11:20,2023-07-01 14:11:28
636,Impressão do Ticket,Cancela 2,2023-07-01 14:11:40,2023-07-01 14:11:48
636,Solicitar Ticket,Cancela 1,2023-07-01 15:34:48,2023-07-01 15:35:08
636,Saída do Estacionamento,Caixa 1,2023-07-01 15:36:00,2023-07-01 15:36:00
637,Entrada no Estacionamento,Cancela 4,2023-07-01 09:52:00,2023-07-01 09:52:00
637,Solicitar Ticket,Cancela 3,2023-07-01 09:52:26,2023-07-01 09:52:32
637,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 09:53:07,2023-07-01 09:59:03
637,Impressão do Ticket,Cancela 1,2023-07-01 09:59:50,2023-07-01 10:00:05
637,Validar Ticket,Caixa 4,2023-07-01 10:13:05,2023-07-01 10:13:13
637,Impressão do Ticket,Cancela 5,2023-07-01 10:13:29,2023-07-01 10:13:41
637,Saída do Estacionamento,Caixa 2,2023-07-01 10:29:41,2023-07-01 10:29:41
638,Entrada no Estacionamento,Cancela 1,2023-07-01 07:59:00,2023-07-01 07:59:00
638,Reservar Vaga,Totem 1,2023-07-01 07:59:30,2023-07-01 08:02:09
638,Solicitar Ticket,Cancela 2,2023-07-01 08:02:21,2023-07-01 08:02:29
638,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 08:03:14,2023-07-01 08:03:17
638,Solicitar Ticket,Cancela 3,2023-07-01 08:03:28,2023-07-01 08:03:42
638,Cancelar Reserva,Totem 1,2023-07-01 08:04:00,2023-07-01 08:04:50
638,Solicitar Ticket,Cancela 4,2023-07-01 08:05:00,2023-07-01 08:05:16
638,Adicionar Créditos,Totem 3,2023-07-01 08:05:18,2023-07-01 08:06:24
638,Solicitar Ticket,Cancela 2,2023-07-01 08:06:47,2023-07-01 08:06:57
638,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 08:07:06,2023-07-01 08:07:10
638,Solicitar Ticket,Cancela 4,2023-07-01 08:08:06,2023-07-01 08:08:22
638,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 08:09:03,2023-07-01 08:09:06
638,Solicitar Ticket,Cancela 3,2023-07-01 08:09:33,2023-07-01 08:09:50
638,Saída do Estacionamento,Caixa 2,2023-07-01 08:10:39,2023-07-01 08:10:39
639,Entrada no Estacionamento,Cancela 1,2023-07-01 09:32:00,2023-07-01 09:32:00
639,Adicionar Créditos,Totem 3,2023-07-01 09:32:24,2023-07-01 09:33:42
639,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 09:34:02,2023-07-01 09:36:25
639,Solicitar Ticket,Cancela 4,2023-07-01 09:37:08,2023-07-01 09:37:17
639,Impressão do Ticket,Cancela 2,2023-07-01 09:37:44,2023-07-01 09:37:57
639,Validar Ticket,Caixa 2,2023-07-01 09:52:57,2023-07-01 09:53:02
639,Solicitar Ticket,Cancela 1,2023-07-01 09:53:02,2023-07-01 09:53:10
639,Saída do Estacionamento,Caixa 2,2023-07-01 09:54:08,2023-07-01 09:54:08
640,Entrada no Estacionamento,Cancela 4,2023-07-01 07:36:00,2023-07-01 07:36:00
640,Solicitar Ticket,Cancela 3,2023-07-01 07:36:17,2023-07-01 07:36:23
640,Impressão do Ticket,Cancela 5,2023-07-01 07:36:30,2023-07-01 07:36:40
640,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 08:00:40,2023-07-01 08:05:40
640,Solicitar Ticket,Cancela 5,2023-07-01 08:06:07,2023-07-01 08:06:17
640,Validar Ticket,Caixa 2,2023-07-01 08:06:59,2023-07-01 08:07:11
640,Impressão do Ticket,Cancela 3,2023-07-01 08:07:21,2023-07-01 08:07:30
640,Saída do Estacionamento,Caixa 4,2023-07-01 08:35:30,2023-07-01 08:35:30
641,Entrada no Estacionamento,Cancela 5,2023-07-01 11:02:00,2023-07-01 11:02:00
641,Adicionar Créditos,Totem 3,2023-07-01 11:02:27,2023-07-01 11:02:58
641,Solicitar Ticket,Cancela 1,2023-07-01 11:03:21,2023-07-01 11:03:30
641,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 11:03:53,2023-07-01 11:03:57
641,Solicitar Ticket,Cancela 2,2023-07-01 11:04:34,2023-07-01 11:04:43
641,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 11:05:19,2023-07-01 11:05:20
641,Saída do Estacionamento,Caixa 3,2023-07-01 11:05:24,2023-07-01 11:05:24
642,Entrada no Estacionamento,Cancela 4,2023-07-01 10:02:00,2023-07-01 10:02:00
642,Solicitar Ticket,Cancela 2,2023-07-01 10:02:40,2023-07-01 10:02:52
642,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 10:03:17,2023-07-01 10:07:59
642,Impressão do Ticket,Cancela 2,2023-07-01 10:08:03,2023-07-01 10:08:19
642,Validar Ticket,Caixa 3,2023-07-01 12:21:19,2023-07-01 12:21:31
642,Saída do Estacionamento,Caixa 4,2023-07-01 12:22:18,2023-07-01 12:22:18
643,Entrada no Estacionamento,Cancela 2,2023-07-01 09:05:00,2023-07-01 09:05:00
643,Solicitar Ticket,Cancela 3,2023-07-01 09:05:03,2023-07-01 09:05:20
643,Impressão do Ticket,Cancela 5,2023-07-01 09:06:16,2023-07-01 09:06:25
643,Adicionar Créditos,Totem 1,2023-07-01 09:07:25,2023-07-01 09:07:55
643,Scan Sem Parar,Cancela 1,2023-07-01 09:08:09,2023-07-01 09:08:13
643,Saída do Estacionamento,Caixa 3,2023-07-01 11:16:13,2023-07-01 11:16:13
644,Entrada no Estacionamento,Cancela 2,2023-07-01 11:35:00,2023-07-01 11:35:00
644,Scan Sem Parar,Cancela 3,2023-07-01 11:35:38,2023-07-01 11:35:41
644,Solicitar Ticket,Cancela 1,2023-07-01 13:05:41,2023-07-01 13:05:57
644,Impressão do Ticket,Cancela 5,2023-07-01 13:06:24,2023-07-01 13:06:39
644,Solicitar Ticket,Cancela 3,2023-07-01 13:50:39,2023-07-01 13:50:56
644,Impressão do Ticket,Cancela 5,2023-07-01 13:51:07,2023-07-01 13:51:20
644,Solicitar Ticket,Cancela 3,2023-07-01 16:37:20,2023-07-01 16:37:39
644,Impressão do Ticket,Cancela 5,2023-07-01 16:38:25,2023-07-01 16:38:41
644,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 19:42:41,2023-07-01 19:42:44
644,Solicitar Ticket,Cancela 4,2023-07-01 19:43:27,2023-07-01 19:43:41
644,Impressão do Ticket,Cancela 3,2023-07-01 19:44:07,2023-07-01 19:44:16
644,Validar Ticket,Caixa 3,2023-07-01 23:05:16,2023-07-01 23:05:28
644,Solicitar Ticket,Cancela 3,2023-07-01 23:06:17,2023-07-01 23:06:23
644,Impressão do Ticket,Cancela 4,2023-07-01 23:07:16,2023-07-01 23:07:24
644,Comprar Cartão Pré-pago,Caixa 4,2023-07-02 00:51:24,2023-07-02 00:55:31
644,Solicitar Ticket,Cancela 4,2023-07-02 00:55:54,2023-07-02 00:56:12
644,Saída do Estacionamento,Caixa 1,2023-07-02 00:56:16,2023-07-02 00:56:16
645,Entrada no Estacionamento,Cancela 1,2023-07-01 11:58:00,2023-07-01 11:58:00
645,Solicitar Ticket,Cancela 1,2023-07-01 11:58:19,2023-07-01 11:58:26
645,Impressão do Ticket,Cancela 4,2023-07-01 11:59:17,2023-07-01 11:59:33
645,Scan Sem Parar,Cancela 3,2023-07-01 15:38:33,2023-07-01 15:38:37
645,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 16:50:37,2023-07-01 16:55:01
645,Impressão do Ticket,Cancela 1,2023-07-01 16:55:44,2023-07-01 16:55:58
645,Solicitar Ticket,Cancela 5,2023-07-01 17:52:58,2023-07-01 17:53:09
645,Impressão do Ticket,Cancela 4,2023-07-01 17:54:02,2023-07-01 17:54:14
645,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 20:40:14,2023-07-01 20:40:17
645,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 20:40:39,2023-07-01 20:46:14
645,Solicitar Ticket,Cancela 1,2023-07-01 20:46:43,2023-07-01 20:46:58
645,Saída do Estacionamento,Caixa 1,2023-07-01 20:47:51,2023-07-01 20:47:51
646,Entrada no Estacionamento,Cancela 5,2023-07-01 08:24:00,2023-07-01 08:24:00
646,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 08:24:12,2023-07-01 08:24:14
646,Saída do Estacionamento,Caixa 3,2023-07-01 08:24:39,2023-07-01 08:24:39
647,Entrada no Estacionamento,Cancela 5,2023-07-01 08:55:00,2023-07-01 08:55:00
647,Solicitar Ticket,Cancela 4,2023-07-01 08:55:40,2023-07-01 08:55:51
647,Reservar Vaga,Totem 2,2023-07-01 08:55:57,2023-07-01 08:58:07
647,Solicitar Ticket,Cancela 3,2023-07-01 08:58:54,2023-07-01 08:59:08
647,Impressão do Ticket,Cancela 3,2023-07-01 08:59:27,2023-07-01 08:59:44
647,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 11:02:44,2023-07-01 11:02:48
647,Validar Ticket,Caixa 4,2023-07-01 11:03:37,2023-07-01 11:03:46
647,Adicionar Créditos,Totem 2,2023-07-01 11:04:04,2023-07-01 11:05:12
647,Validar Ticket,Caixa 2,2023-07-01 11:05:44,2023-07-01 11:05:56
647,Cancelar Reserva,Totem 4,2023-07-01 11:06:37,2023-07-01 11:07:17
647,Solicitar Ticket,Cancela 1,2023-07-01 11:07:36,2023-07-01 11:07:55
647,Impressão do Ticket,Cancela 3,2023-07-01 11:08:42,2023-07-01 11:09:02
647,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 11:20:02,2023-07-01 11:25:30
647,Impressão do Ticket,Cancela 5,2023-07-01 11:26:01,2023-07-01 11:26:07
647,Solicitar Ticket,Cancela 5,2023-07-01 13:26:07,2023-07-01 13:26:14
647,Impressão do Ticket,Cancela 2,2023-07-01 13:27:10,2023-07-01 13:27:19
647,Adicionar Créditos,Totem 2,2023-07-01 16:02:19,2023-07-01 16:02:52
647,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 16:03:41,2023-07-01 16:07:08
647,Impressão do Ticket,Cancela 3,2023-07-01 16:08:00,2023-07-01 16:08:15
647,Saída do Estacionamento,Caixa 4,2023-07-01 18:18:15,2023-07-01 18:18:15
648,Entrada no Estacionamento,Cancela 3,2023-07-01 07:28:00,2023-07-01 07:28:00
648,Solicitar Ticket,Cancela 5,2023-07-01 07:28:46,2023-07-01 07:28:56
648,Reservar Vaga,Totem 3,2023-07-01 07:29:14,2023-07-01 07:32:29
648,Impressão do Ticket,Cancela 4,2023-07-01 07:32:33,2023-07-01 07:32:50
648,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 11:29:50,2023-07-01 11:29:51
648,Cancelar Reserva,Totem 4,2023-07-01 11:30:39,2023-07-01 11:31:52
648,Saída do Estacionamento,Caixa 3,2023-07-01 11:32:05,2023-07-01 11:32:05
649,Entrada no Estacionamento,Cancela 1,2023-07-01 11:30:00,2023-07-01 11:30:00
649,Solicitar Ticket,Cancela 2,2023-07-01 11:30:27,2023-07-01 11:30:42
649,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 11:30:56,2023-07-01 11:31:00
649,Impressão do Ticket,Cancela 3,2023-07-01 11:31:42,2023-07-01 11:31:52
649,Saída do Estacionamento,Caixa 3,2023-07-01 14:03:52,2023-07-01 14:03:52
650,Entrada no Estacionamento,Cancela 1,2023-07-01 07:20:00,2023-07-01 07:20:00
650,Solicitar Ticket,Cancela 5,2023-07-01 07:20:59,2023-07-01 07:21:09
650,Impressão do Ticket,Cancela 2,2023-07-01 07:21:29,2023-07-01 07:21:39
650,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 10:53:39,2023-07-01 10:53:43
650,Impressão do Ticket,Cancela 1,2023-07-01 10:53:47,2023-07-01 10:53:55
650,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 13:57:55,2023-07-01 13:57:57
650,Impressão do Ticket,Cancela 3,2023-07-01 13:58:20,2023-07-01 13:58:32
650,Saída do Estacionamento,Caixa 4,2023-07-01 14:18:32,2023-07-01 14:18:32
651,Entrada no Estacionamento,Cancela 4,2023-07-01 09:27:00,2023-07-01 09:27:00
651,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 09:27:33,2023-07-01 09:27:37
651,Saída do Estacionamento,Caixa 4,2023-07-01 09:28:17,2023-07-01 09:28:17
652,Entrada no Estacionamento,Cancela 5,2023-07-01 11:42:00,2023-07-01 11:42:00
652,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 11:42:39,2023-07-01 11:42:41
652,Saída do Estacionamento,Caixa 2,2023-07-01 11:42:45,2023-07-01 11:42:45
653,Entrada no Estacionamento,Cancela 1,2023-07-01 11:41:00,2023-07-01 11:41:00
653,Scan Sem Parar,Cancela 2,2023-07-01 11:41:02,2023-07-01 11:41:03
653,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 14:54:03,2023-07-01 14:54:07
653,Solicitar Ticket,Cancela 5,2023-07-01 14:54:58,2023-07-01 14:55:16
653,Impressão do Ticket,Cancela 1,2023-07-01 14:55:57,2023-07-01 14:56:06
653,Saída do Estacionamento,Caixa 4,2023-07-01 17:55:06,2023-07-01 17:55:06
654,Entrada no Estacionamento,Cancela 1,2023-07-01 09:11:00,2023-07-01 09:11:00
654,Solicitar Ticket,Cancela 1,2023-07-01 09:11:16,2023-07-01 09:11:26
654,Impressão do Ticket,Cancela 5,2023-07-01 09:12:11,2023-07-01 09:12:23
654,Validar Ticket,Caixa 1,2023-07-01 12:13:23,2023-07-01 12:13:35
654,Impressão do Ticket,Cancela 2,2023-07-01 12:14:19,2023-07-01 12:14:28
654,Solicitar Ticket,Cancela 3,2023-07-01 12:17:28,2023-07-01 12:17:40
654,Pagar Estacionamento,Caixa 4,2023-07-01 12:18:21,2023-07-01 12:19:40
654,Saída do Estacionamento,Caixa 1,2023-07-01 12:20:20,2023-07-01 12:20:20
655,Entrada no Estacionamento,Cancela 4,2023-07-01 12:00:00,2023-07-01 12:00:00
655,Solicitar Ticket,Cancela 1,2023-07-01 12:00:10,2023-07-01 12:00:19
655,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 12:01:12,2023-07-01 12:01:16
655,Saída do Estacionamento,Caixa 1,2023-07-01 12:02:16,2023-07-01 12:02:16
656,Entrada no Estacionamento,Cancela 3,2023-07-01 07:21:00,2023-07-01 07:21:00
656,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 07:21:08,2023-07-01 07:21:09
656,Solicitar Ticket,Cancela 3,2023-07-01 07:22:09,2023-07-01 07:22:17
656,Impressão do Ticket,Cancela 2,2023-07-01 07:22:20,2023-07-01 07:22:30
656,Saída do Estacionamento,Caixa 4,2023-07-01 10:07:30,2023-07-01 10:07:30
657,Entrada no Estacionamento,Cancela 5,2023-07-01 11:25:00,2023-07-01 11:25:00
657,Solicitar Ticket,Cancela 4,2023-07-01 11:25:27,2023-07-01 11:25:34
657,Impressão do Ticket,Cancela 1,2023-07-01 11:26:15,2023-07-01 11:26:25
657,Solicitar Ticket,Cancela 2,2023-07-01 11:45:25,2023-07-01 11:45:37
657,Adicionar Créditos,Totem 2,2023-07-01 11:46:20,2023-07-01 11:47:07
657,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 11:47:50,2023-07-01 11:51:26
657,Scan Sem Parar,Cancela 3,2023-07-01 11:52:06,2023-07-01 11:52:10
657,Impressão do Ticket,Cancela 3,2023-07-01 13:06:10,2023-07-01 13:06:16
657,Validar Ticket,Caixa 3,2023-07-01 14:35:16,2023-07-01 14:35:25
657,Saída do Estacionamento,Caixa 3,2023-07-01 14:35:47,2023-07-01 14:35:47
658,Entrada no Estacionamento,Cancela 1,2023-07-01 12:17:00,2023-07-01 12:17:00
658,Solicitar Ticket,Cancela 2,2023-07-01 12:17:39,2023-07-01 12:17:48
658,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:17:59,2023-07-01 12:18:01
658,Saída do Estacionamento,Caixa 1,2023-07-01 12:18:27,2023-07-01 12:18:27
659,Entrada no Estacionamento,Cancela 3,2023-07-01 08:36:00,2023-07-01 08:36:00
659,Solicitar Ticket,Cancela 3,2023-07-01 08:36:03,2023-07-01 08:36:16
659,Impressão do Ticket,Cancela 5,2023-07-01 08:37:06,2023-07-01 08:37:18
659,Adicionar Créditos,Totem 4,2023-07-01 11:07:18,2023-07-01 11:08:19
659,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 11:08:37,2023-07-01 11:08:39
659,Saída do Estacionamento,Caixa 4,2023-07-01 11:09:03,2023-07-01 11:09:03
660,Entrada no Estacionamento,Cancela 1,2023-07-01 09:27:00,2023-07-01 09:27:00
660,Reservar Vaga,Totem 1,2023-07-01 09:27:35,2023-07-01 09:31:18
